,MIR1244.2,MIR647,MIR4263,MIR3685,MIR1244.4,MIR210,MIR4502,MIR1249,MIR4292,MIR3682,MIR5087,MIR6859.1,MIR4664,MIR219A1,MIR4653,MIR3646,MIR4261,MIR126,MIR25,MIR5572,MIR7849,MIR635,MIR554,MIR7111,MIR4754,MIR4489,MIR4482,MIR320E,MIR6835,MIR4783,MIR1244.3,MIR3124,MIR4297,MIR659,MIR4537,MIR26B,MIR4635,MIR3609,MIR378H,MIR4525,MIR93,MIR6129,MIR4740,MIR570,MIR573,MIR378B,MIR6772,MIR193B,MIR616,MIR1268A,MIR6512,MIR6730,MIR1270,MIR6797,MIR3125,MIR3942,MIR3189,MIR4322,MIR3143,MIR6812,MIR324,MIR765,MIR4728,MIR1273C,MIR3928,MIR5690,MIR6071,MIR5188,MIR4782,AL513534.1,MIR4479,MIR3186,MIR4701,MIR589,MIR106B,MIR4511,MIR571,MIR378A,MIR378J,MIR186,MIR3671,MIR3677,MIR8066,MIR5587,MIR145,MIR933,MIR4685,MIR6739,MIR6753,MIR3649,MIR4477B,MIR331,MIR3176,MIR8067,MIR601,MIR3159,MIR3939,MIR4668,MIR4682,MIR6757
TCGA-DD-AADB-01A-11R-A41C-07,0.0451388888888889,0.197368421052632,0.0666666666666667,0.0823529411764706,0.0482315112540193,0.0,0.0,0.3,0.0947368421052632,0.245762711864407,0.0,0.0,0.336134453781513,0.0,0.0222222222222222,0.0285714285714286,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0,0.195402298850575,0.0,0.08,0.0,0.151515151515152,0.123711340206186,0.0,0.0,0.233333333333333,0.160714285714286,0.0,0.153846153846154,0.3125,0.176470588235294,0.166666666666667,0.0512820512820513,0.181818181818182,0.0512820512820513,0.0,0.1,0.0,0.115384615384615,0.171717171717172,0.461538461538462,0.21875,0.0454545454545455,0.0,0.0408163265306122,0.0,0.25,0.133333333333333,0.0,0.272727272727273,0.0,0.2,0.0895522388059701,0.0,0.0,0.166666666666667,0.142857142857143,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0645161290322581,0.0,0.0,0.0,0.16,0.0,0.0,0.333333333333333,0.0769230769230769,0.1,0.0416666666666667,0.0588235294117647,0.3,0,0.230769230769231,0.0,0.0,0.5,0.0,0.0185185185185185,0.0769230769230769,0.024390243902439,0.333333333333333,0.5,0.0,0.0,0.0,0.315789473684211,0.0,0.0,0.125
TCGA-DD-AAVQ-01A-11R-A41C-07,0.197916666666667,0.184210526315789,0.2,0.129411764705882,0.212218649517685,0.0,0.0,0.0,0.0210526315789474,0.288135593220339,0.2,0.0769230769230769,0.0504201680672269,0.0476190476190476,0.222222222222222,0.0714285714285714,0.0,0.19047619047619,0.387096774193548,0.0,0.0,0.0919540229885057,0.0,0.08,0.0,0.212121212121212,0.0206185567010309,0.166666666666667,0.0606060606060606,0.266666666666667,0.303571428571429,0.0689655172413793,0.0769230769230769,0.3125,0.411764705882353,0.0,0.102564102564103,0.181818181818182,0.0769230769230769,0.0,0.0,0.0,0.0384615384615385,0.313131313131313,0.153846153846154,0.0625,0.0227272727272727,0.0,0.0204081632653061,0.0,0.0,0.2,0.0,0.0909090909090909,0.0,0.0,0.0373134328358209,0.0,0.0,0.0,0.214285714285714,0.25,0.111111111111111,0.0,0.0,0.0,0.0,0.2,0.0,0.129032258064516,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.2,0.0,0.0588235294117647,0.0,0,0.0769230769230769,0.0,0.0,0.5,0.285714285714286,0.037037037037037,0.230769230769231,0.0975609756097561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-CC-5258-01A-01R-A131-07,0.0798611111111111,0.0789473684210526,0.166666666666667,0.0941176470588235,0.163987138263666,0.0,0.0,0.1,0.115789473684211,0.0423728813559322,0.0,0.0769230769230769,1.0,0.0952380952380952,0.0,0.0,0.0,0.0,0.112903225806452,0.0526315789473684,0.0,0.195402298850575,0.0,0.0,0.0,0.0606060606060606,0.123711340206186,0.166666666666667,0.0606060606060606,0.166666666666667,0.125,0.275862068965517,0.230769230769231,0.375,0.0,0.0,0.0256410256410256,0.0,0.0256410256410256,0.0,0.0,0.0,0.230769230769231,0.0707070707070707,0.846153846153846,0.21875,0.0454545454545455,0.0,0.0408163265306122,0.0,0.25,0.133333333333333,0.0909090909090909,0.0909090909090909,0.0,0.1,0.0149253731343284,0.0,0.0,0.166666666666667,0.0,0.0833333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.161290322580645,0.0,0.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666666667,0.0,0.1,0,0.0769230769230769,0.0,0.25,0.0,0.0,0.0185185185185185,0.0,0.024390243902439,0.4,0.0714285714285714,0.0,0.0,0.0,0.0526315789473684,0.0,1.0,0.125
TCGA-G3-AAV1-01A-11R-A38B-07,0.046875,0.289473684210526,0.0666666666666667,0.0941176470588235,0.0610932475884244,0.0,0.0,0.1,0.0526315789473684,0.0720338983050847,0.4,0.230769230769231,0.445378151260504,0.0476190476190476,0.0666666666666667,0.142857142857143,0.0,0.0476190476190476,0.0483870967741935,0.789473684210526,0.0,0.448275862068966,0.0,0.0,0.0,0.121212121212121,0.422680412371134,0.166666666666667,0.0,0.2,0.0357142857142857,0.137931034482759,0.0,0.1875,0.0,0.0,0.205128205128205,0.0,0.461538461538462,0.25,0.1,0.0,0.230769230769231,0.212121212121212,0.0769230769230769,0.28125,0.0,0.0,0.0204081632653061,0.0,0.25,0.0,0.0,0.0,0.031496062992126,0.4,0.082089552238806,0.0,0.0,0.166666666666667,0.0714285714285714,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.2,0.032258064516129,0.0,0.222222222222222,0.0,0.04,0.0,0.0,0.0,0.0769230769230769,0.3,0.0416666666666667,0.235294117647059,0.0,0,0.0,0.0,0.25,0.0,0.428571428571429,0.0277777777777778,0.230769230769231,0.024390243902439,0.133333333333333,0.142857142857143,0.0,0.333333333333333,0.0,0.105263157894737,0.0,0.0,0.5
TCGA-DD-AAEE-01A-11R-A41C-07,0.102430555555556,0.171052631578947,0.233333333333333,0.0705882352941176,0.090032154340836,0.0277777777777778,0.0,0.0,0.0526315789473684,0.423728813559322,0.0,0.0,0.19327731092437,0.142857142857143,0.0,0.0714285714285714,0.0,0.261904761904762,0.209677419354839,0.105263157894737,0.0,0.137931034482759,0.0,0.04,0.0,0.424242424242424,0.309278350515464,0.0,0.0606060606060606,0.0333333333333333,0.303571428571429,0.172413793103448,0.0769230769230769,0.0625,0.0,0.0,0.0512820512820513,0.0909090909090909,0.128205128205128,0.25,0.1,0.2,0.384615384615385,0.101010101010101,0.384615384615385,0.09375,0.0,0.0,0.0204081632653061,0.0,0.75,0.266666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0833333333333333,0.222222222222222,0.0,0.0,0.0,0.0,0.2,0.0,0.0967741935483871,0.0,0.111111111111111,0.0,0.0,0.166666666666667,0.0,0.0,0.307692307692308,0.3,0.125,0.176470588235294,0.3,0,0.0,0.0,0.5,0.0,0.0,0.0185185185185185,0.0,0.0,0.133333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
TCGA-G3-A25T-01A-11R-A16W-07,0.741319444444444,0.118421052631579,0.866666666666667,0.152941176470588,0.437299035369775,0.111111111111111,0.0,0.0,0.0,0.199152542372881,1.0,0.0,0.0,0.0,0.288888888888889,0.0,0.0,0.0952380952380952,0.387096774193548,0.0,0.0,0.333333333333333,0.0,0.12,0.5,0.121212121212121,0.0309278350515464,0.5,0.0,0.0,0.589285714285714,0.103448275862069,0.0,0.125,0.0,0.0,0.0,0.0909090909090909,0.102564102564103,0.0,0.1,0.2,0.230769230769231,0.0808080808080808,0.0,0.0,0.0909090909090909,0.0,0.0612244897959184,0.0,0.0,0.2,0.0,0.0909090909090909,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.181818181818182,0.08,0.166666666666667,0.0,0.333333333333333,0.0,0.0,0.0,0.235294117647059,0.5,0,0.0769230769230769,0.0,0.0,0.0,0.285714285714286,0.0,0.0,0.0731707317073171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCGA-DD-AACF-01A-11R-A41C-07,0.171875,0.144736842105263,0.366666666666667,0.0588235294117647,0.231511254019293,0.0,0.0,0.0,0.147368421052632,0.161016949152542,0.0,0.0,0.0588235294117647,0.142857142857143,0.0222222222222222,0.0428571428571429,0.0,0.19047619047619,0.403225806451613,0.0526315789473684,0.0,0.103448275862069,0.0,0.16,0.0,0.0303030303030303,0.0721649484536082,0.0,0.0,0.1,0.321428571428571,0.0689655172413793,0.0,0.0,0.0,0.0,0.0256410256410256,0.0,0.0,0.5,0.4,0.2,0.0,0.141414141414141,0.0,0.125,0.0227272727272727,0.0,0.0,0.0,0.0,0.2,0.0,0.181818181818182,0.0,0.1,0.0,0.0,0.0,0.0,0.142857142857143,0.166666666666667,0.111111111111111,0.0,0.0,0.0,0.125,0.2,0.0,0.0,0.0,0.0,0.181818181818182,0.04,0.333333333333333,0.0,0.0,0.0,0.0,0.0416666666666667,0.117647058823529,0.0,0,0.0,0.0,0.0,0.0,0.142857142857143,0.0,0.0,0.0731707317073171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125
TCGA-DD-A3A2-01A-11R-A213-07,0.0798611111111111,0.0921052631578947,0.0333333333333333,0.0588235294117647,0.0578778135048231,0.0,0.0,0.0,0.0315789473684211,0.13135593220339,0.0,0.0,0.0168067226890756,0.0,0.0444444444444444,0.0428571428571429,0.0,0.0714285714285714,0.0645161290322581,0.0,0.5,0.206896551724138,0.0,0.04,0.166666666666667,0.151515151515152,0.123711340206186,0.0,0.0,0.0,0.0535714285714286,0.206896551724138,0.0,0.1875,0.0,0.0,0.0512820512820513,0.0,0.0,0.0,0.1,0.0,0.0,0.0909090909090909,0.153846153846154,0.1875,0.0,0.0,0.0612244897959184,0.0,0.0,0.133333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0714285714285714,0.0,0.111111111111111,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.333333333333333,0.0,0.0,0.153846153846154,0.0,0.0416666666666667,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.0666666666666667,0.0714285714285714,0.0,0.333333333333333,0.0,0.0526315789473684,0.0,0.0,0.375
TCGA-DD-A39Y-01A-11R-A213-07,0.585069444444444,0.0394736842105263,0.0666666666666667,0.0470588235294118,0.443729903536977,0.25,0.0,0.1,0.0421052631578947,0.0423728813559322,0.0,0.0769230769230769,0.168067226890756,0.0,0.0,0.0285714285714286,0.0,0.0476190476190476,0.258064516129032,0.0,0.0,0.137931034482759,0.0,0.2,0.166666666666667,0.121212121212121,0.0412371134020619,0.166666666666667,0.0606060606060606,0.0666666666666667,0.589285714285714,0.0,0.0769230769230769,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.346153846153846,0.101010101010101,0.153846153846154,0.0,0.0227272727272727,0.0,0.0,0.0,0.0,0.0666666666666667,0.0909090909090909,0.0,0.0,0.1,0.0597014925373134,0.0,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0092592592592592,0.0,0.0487804878048781,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.0,0.0,0.0
TCGA-BC-A112-01A-11R-A131-07,0.116319444444444,0.0657894736842105,0.233333333333333,0.0588235294117647,0.234726688102894,0.0,0.0,0.0,0.0736842105263158,0.0466101694915254,0.0,0.153846153846154,0.126050420168067,0.0476190476190476,0.177777777777778,0.0214285714285714,0.0,0.0,0.0483870967741935,0.0,0.0,0.183908045977011,0.142857142857143,0.08,0.0,0.0909090909090909,0.0515463917525773,0.5,0.0606060606060606,0.0,0.125,0.241379310344828,0.0,0.125,0.0,0.0,0.128205128205128,0.0909090909090909,0.102564102564103,0.0,0.0,0.0,0.307692307692308,0.0505050505050505,0.0,0.0,0.0909090909090909,0.0,0.0204081632653061,0.0,0.0,0.0,0.272727272727273,0.181818181818182,0.0,0.0,0.0074626865671641,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.161290322580645,0.0,0.222222222222222,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0416666666666667,0.0,0.1,0,0.153846153846154,0.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333333,0.428571428571429,0.0,0.0,0.0,0.0526315789473684,0.0,0.333333333333333,0.0
TCGA-CC-A3MB-01A-11R-A213-07,0.232638888888889,0.618421052631579,0.0333333333333333,0.352941176470588,0.180064308681672,0.138888888888889,0.0,0.1,0.0526315789473684,0.0466101694915254,0.0,0.153846153846154,0.218487394957983,0.0,0.222222222222222,0.0357142857142857,0.0,0.0238095238095238,0.161290322580645,0.0,0.5,0.195402298850575,0.142857142857143,0.24,0.166666666666667,0.0606060606060606,0.350515463917526,0.0,0.212121212121212,0.266666666666667,0.392857142857143,0.0344827586206897,0.0,0.1875,0.0,0.0,0.0256410256410256,0.0,0.0512820512820513,0.25,0.0,0.4,0.346153846153846,0.777777777777778,0.153846153846154,0.5625,0.0681818181818182,0.0,0.0408163265306122,0.0,0.0,0.266666666666667,0.0,0.0,0.0078740157480315,0.5,0.0746268656716418,0.0,0.0,0.0,0.357142857142857,0.0833333333333333,0.0,0.5,0.0,0.0833333333333333,0.375,0.0,0.0,0.193548387096774,0.0,0.0,0.0909090909090909,0.16,0.0,0.0,0.0,0.384615384615385,0.0,0.0,0.0,0.2,0,0.0769230769230769,0.142857142857143,0.0,0.5,0.285714285714286,0.0092592592592592,0.153846153846154,0.024390243902439,0.466666666666667,0.142857142857143,0.0,0.0,0.0,0.157894736842105,0.0,0.333333333333333,0.125
